entity_type,name,uid,lei,licence_type,licence_type_de,licence_type_fr,licence_type_it,licence_date,status,canton,city,address,source_list,source_url,is_warning_listed
insurance,AXA Leben AG,CHE-103.137.179,,Life insurance company,Lebensversicherer,Assureur-vie,Assicurazione vita,,,,Winterthur,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Schweizerische Mobiliar Lebensversicherungs-Gesellschaft AG,CHE-106.000.068,,Life insurance company,Lebensversicherer,Assureur-vie,Assicurazione vita,,,,Bern,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Swiss Life AG,CHE-105.928.677,,Life insurance company,Lebensversicherer,Assureur-vie,Assicurazione vita,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Zürich Lebensversicherungs-Gesellschaft AG,CHE-100.023.846,,Life insurance company,Lebensversicherer,Assureur-vie,Assicurazione vita,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Zürich Lebensversicherungs-Gesellschaft AG,CHE-100.023.846,,Insurance activities through the free provision of services in Liechtenstein,Versicherungstätigkeit im freien Dienstleistungsverkehr im FL,Activité d’assurance en libre circulation des services dans la Principauté de Liechtenstein,Attività assicurativa nell’ambito della libera circolazione dei servizi nel Principato del Liechtenstein,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,AXA Versicherungen AG,CHE-105.788.896,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Winterthur,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Schweizerische Mobiliar Versicherungsgesellschaft AG,CHE-105.961.835,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Bern,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Baloise Versicherung AG,CHE-105.805.649,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Basel,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Zürich Versicherungs-Gesellschaft AG,CHE-105.833.114,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Schweizerische Rückversicherungs-Gesellschaft AG,CHE-102.979.129,,Professional reinsurer,Professioneller Rückversicherer,Réassureur professionnel,riassicurazione,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Visana Versicherungen AG,CHE-107.990.061,,Health insurance company under ICA,Krankenversicherer,Assureur-maladie,Assicurazione contro le malattie LCA,,,,Bern 16,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Baloise Leben AG,CHE-101.305.342,,Life insurance company,Lebensversicherer,Assureur-vie,Assicurazione vita,,,,Basel,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Helvetia Schweizerische Versicherungsgesellschaft AG,CHE-101.400.176,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,St. Gallen,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,CSS Versicherung AG,CHE-106.083.195,,Health insurance company under ICA,Krankenversicherer,Assureur-maladie,Assicurazione contro le malattie LCA,,,,Luzern,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Helvetia Schweizerische Lebensversicherungsgesellschaft AG,CHE-100.912.410,,Life insurance company,Lebensversicherer,Assureur-vie,Assicurazione vita,,,,Basel,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Allianz Suisse Versicherungs-Gesellschaft AG,CHE-105.833.491,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Allianz Suisse Lebensversicherungs-Gesellschaft AG,CHE-105.961.752,,Life insurance company,Lebensversicherer,Assureur-vie,Assicurazione vita,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Appenzeller Versicherungen Genossenschaft,CHE-105.784.272,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Appenzell,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Aquilana Versicherungen,CHE-107.860.582,,General health insurance company,Krankenkasse,Caisse maladie,Cassa malati,,,,Baden,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Versicherung der Schweizer Ärzte Genossenschaft,CHE-103.529.906,,Life insurance company,Lebensversicherer,Assureur-vie,Assicurazione vita,,,,Bern 9,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Assista Protection juridique SA,CHE-106.005.485,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Vernier,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Assura SA,CHE-102.133.167,,Health insurance company under ICA,Krankenversicherer,Assureur-maladie,Assicurazione contro le malattie LCA,,,,Pully,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"CAP, Rechtsschutz-Versicherungsgesellschaft AG",CHE-105.927.749,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Wallisellen,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"CG Car-Garantie Versicherungs-Aktiengesellschaft, Freiburg i. Br., Zweigniederlassung Therwil",CHE-107.450.942,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Therwil,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"Cigna Europe Insurance Company S.A.-N.V., Antwerpen, Zweigniederlassung Zürich",CHE-110.003.673,,Health insurance company under ICA,Krankenversicherer,Assureur-maladie,Assicurazione contro le malattie LCA,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"COMPAGNIE FRANCAISE D'ASSURANCE POUR LE COMMERCE EXTERIEUR, à Bois-Colombes, succursale de Lausanne",CHE-108.449.491,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Lausanne,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,CONCORDIA Versicherungen AG,CHE-101.503.037,,Health insurance company under ICA,Krankenversicherer,Assureur-maladie,Assicurazione contro le malattie LCA,,,,Luzern,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Coop Rechtsschutz AG,CHE-105.855.417,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Aarau 1,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Coop Rechtsschutz AG,CHE-105.855.417,,Insurance activities through the free provision of services in Liechtenstein,Versicherungstätigkeit im freien Dienstleistungsverkehr im FL,Activité d’assurance en libre circulation des services dans la Principauté de Liechtenstein,Attività assicurativa nell’ambito della libera circolazione dei servizi nel Principato del Liechtenstein,,,,Aarau 1,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Swissgaranta Versicherungsgenossenschaft,CHE-104.091.870,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,St. Gallen,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Deutsche Rückversicherung Schweiz AG,CHE-105.640.727,,Professional reinsurer,Professioneller Rückversicherer,Réassureur professionnel,riassicurazione,,,,Zürich 1,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Doutors Réassurance SA,CHE-102.289.177,,reinsurance captive,Rückversicherungs-Captive,Captive de réassurance,riassicurazione captive,,,,Bulle,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,DSM-Firmenich Reinsurance AG,CHE-109.042.436,,reinsurance captive,Rückversicherungs-Captive,Captive de réassurance,riassicurazione captive,,,,Neuhausen am Rheinfall,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,EGLESIA AG,CHE-102.829.027,,reinsurance captive,Rückversicherungs-Captive,Captive de réassurance,riassicurazione captive,,,,Bulle,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"AWP P&C S.A., Saint-Ouen (Paris), succursale de Wallisellen (Suisse)",CHE-115.393.016,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Wallisellen,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,emmental versicherung Genossenschaft,CHE-105.795.212,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Konolfingen,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Engineering Re AG,CHE-110.110.174,,reinsurance captive,Rückversicherungs-Captive,Captive de réassurance,riassicurazione captive,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Euler Hermes Reinsurance AG,CHE-112.644.417,,Professional reinsurer,Professioneller Rückversicherer,Réassureur professionnel,riassicurazione,,,,Wallisellen,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Europ Assistance (Suisse) Assurances SA,CHE-101.333.746,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Nyon,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Fortuna Rechtsschutz-Versicherungs-Gesellschaft AG,CHE-106.911.679,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Adliswil,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Société d'assurance dommages FRV SA,CHE-108.236.357,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Lausanne,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Société rurale d'assurance de protection juridique FRV SA,CHE-100.107.609,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Lausanne,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"Gartenbau-Versicherung VVaG, Wiesbaden (DE), Zweigniederlassung Schweiz, Zürich",CHE-114.110.167,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Zürich 1,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,GENERALI Assurances Générales SA,CHE-105.991.440,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Nyon 1,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Generali Personenversicherungen AG,CHE-105.839.849,,Life insurance company,Lebensversicherer,Assureur-vie,Assicurazione vita,,,,Adliswil,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"Great Lakes Insurance SE, München, Zweigniederlassung Cham",CHE-113.974.610,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Cham,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Groupe Mutuel Assurances GMA SA,CHE-100.739.755,,Health insurance company under ICA,Krankenversicherer,Assureur-maladie,Assicurazione contro le malattie LCA,,,,Martigny,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Groupe Mutuel Vie GMV SA,CHE-108.494.132,,Life insurance company,Lebensversicherer,Assureur-vie,Assicurazione vita,,,,Martigny,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"HDI Global SE, Hannover, Niederlassung Zürich/Schweiz",CHE-111.964.227,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Helsana Rechtsschutz AG,CHE-101.194.321,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Aarau 1,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Helsana Unfall AG,CHE-103.959.247,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Dübendorf,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Helsana Zusatzversicherungen AG,CHE-103.393.073,,Health insurance company under ICA,Krankenversicherer,Assureur-maladie,Assicurazione contro le malattie LCA,,,,Dübendorf,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"IMPERIO ASSURANCES ET CAPITALISATION SA, à La Garenne-Colombes, succursale de Lausanne",CHE-108.599.156,,Life insurance company,Lebensversicherer,Assureur-vie,Assicurazione vita,,,,Lausanne,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,innova Versicherungen AG,CHE-103.506.839,,Health insurance company under ICA,Krankenversicherer,Assureur-maladie,Assicurazione contro le malattie LCA,,,,Gümligen,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Intercona Re AG,CHE-102.980.368,,Professional reinsurer,Professioneller Rückversicherer,Réassureur professionnel,riassicurazione,,,,Vevey,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Intracap Insurance Ltd,CHE-112.362.976,,reinsurance captive,Rückversicherungs-Captive,Captive de réassurance,riassicurazione captive,,,,Zug,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,IKAL INSURANCE COMPANY AG,CHE-110.615.793,,reinsurance captive,Rückversicherungs-Captive,Captive de réassurance,riassicurazione captive,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,KPT Versicherungen AG,CHE-103.534.356,,Health insurance company under ICA,Krankenversicherer,Assureur-maladie,Assicurazione contro le malattie LCA,,,,Bern,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"Liberty Mutual lnsurance Europe SE, Leudelange, Zweigniederlassung Zürich",CHE-112.450.474,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"Lloyd's, London, Zweigniederlassung Zürich",CHE-107.618.667,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Krankenkasse Luzerner Hinterland,CHE-107.866.521,,General health insurance company,Krankenkasse,Caisse maladie,Cassa malati,,,,Zell LU,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"Mannheimer Versicherung Aktiengesellschaft, Mannheim, Zweigniederlassung Schweiz, Zürich",CHE-112.635.016,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Branchen Versicherung Genossenschaft,CHE-107.825.858,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Neptunia Marine Insurance Ltd,CHE-105.851.431,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Chiasso,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,New Reinsurance Company Ltd.,CHE-100.848.775,,Professional reinsurer,Professioneller Rückversicherer,Réassureur professionnel,riassicurazione,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,vita surselva,CHE-108.920.330,,General health insurance company,Krankenkasse,Caisse maladie,Cassa malati,,,,Ilanz,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,ÖKK Versicherungen AG,CHE-108.493.078,,Health insurance company under ICA,Krankenversicherer,Assureur-maladie,Assicurazione contro le malattie LCA,,,,Landquart,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Orion Rechtsschutz-Versicherung AG,CHE-105.848.736,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Basel,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"Pax, Schweizerische Lebensversicherungs-Gesellschaft AG",CHE-105.933.856,,Life insurance company,Lebensversicherer,Assureur-vie,Assicurazione vita,,,,Basel,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Plastic Omnium Re AG,CHE-109.435.534,,reinsurance captive,Rückversicherungs-Captive,Captive de réassurance,riassicurazione captive,,,,Zug,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Protekta Rechtsschutz-Versicherung AG,CHE-105.961.373,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Bern,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Protekta Rechtsschutz-Versicherung AG,CHE-105.961.373,,Insurance activities through the free provision of services in Liechtenstein,Versicherungstätigkeit im freien Dienstleistungsverkehr im FL,Activité d’assurance en libre circulation des services dans la Principauté de Liechtenstein,Attività assicurativa nell’ambito della libera circolazione dei servizi nel Principato del Liechtenstein,,,,Bern,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,rhenusana,CHE-108.585.421,,General health insurance company,Krankenkasse,Caisse maladie,Cassa malati,,,,Heerbrugg,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Ribura Ltd,CHE-102.906.484,,reinsurance captive,Rückversicherungs-Captive,Captive de réassurance,riassicurazione captive,,,,Zug,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Sanitas Privatversicherungen AG,CHE-110.360.593,,Health insurance company under ICA,Krankenversicherer,Assureur-maladie,Assicurazione contro le malattie LCA,,,,Zürich 1,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"SC, SwissCaution SA",CHE-106.802.033,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Nyon,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"Schweizerische Hagel-Versicherungs-Gesellschaft, Genossenschaft",CHE-105.951.133,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Zürich 1,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,SIGNAL IDUNA Rückversicherungs AG,CHE-110.364.148,,Professional reinsurer,Professioneller Rückversicherer,Réassureur professionnel,riassicurazione,,,,Zug,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Genossenschaft SLKK VERSICHERUNGEN,CHE-101.306.531,,Health insurance company under ICA,Krankenversicherer,Assureur-maladie,Assicurazione contro le malattie LCA,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,sodalis gesundheitsgruppe,CHE-105.755.313,,General health insurance company,Krankenkasse,Caisse maladie,Cassa malati,,,,Visp,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Solen Versicherungen AG,CHE-103.572.871,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Steinhausen,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"Solid Försäkringsaktiebolag, Helsingborg, Swiss Branch Fribourg",CHE-101.134.810,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Fribourg,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Solida Versicherungen AG,CHE-108.040.788,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Sonepar International Re SA,CHE-110.365.840,,reinsurance captive,Rückversicherungs-Captive,Captive de réassurance,riassicurazione captive,,,,Petit-Lancy,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"Swiss Re International SE, Luxembourg, Zurich Branch",CHE-113.763.504,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Genossenschaft Krankenkasse Steffisburg,CHE-107.592.039,,General health insurance company,Krankenkasse,Caisse maladie,Cassa malati,,,,Steffisburg,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Sten Met Insurance AG,CHE-111.733.596,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Zug,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Stena Insurance AG,CHE-112.118.206,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Zug,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Sumiswalder Krankenkasse,CHE-107.232.368,,General health insurance company,Krankenkasse,Caisse maladie,Cassa malati,,,,Sumiswald,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,SWICA Versicherungen AG,CHE-106.698.250,,Health insurance company under ICA,Krankenversicherer,Assureur-maladie,Assicurazione contro le malattie LCA,,,,Winterthur,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Sympany Versicherungen AG,CHE-113.511.345,,Health insurance company under ICA,Krankenversicherer,Assureur-maladie,Assicurazione contro le malattie LCA,,,,Basel,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,TAS Assurances SA,CHE-103.168.702,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Vernier,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,The Toa 21st Century Reinsurance Company Ltd.,CHE-109.455.212,,Professional reinsurer,Professioneller Rückversicherer,Réassureur professionnel,riassicurazione,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"TSM Compagnie d'Assurances, Société coopérative",CHE-105.763.241,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,La Chaux-de-Fonds,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,UNIQA Re AG,CHE-105.869.589,,Professional reinsurer,Professioneller Rückversicherer,Réassureur professionnel,riassicurazione,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"VAUDOISE GENERALE, Compagnie d'Assurances SA",CHE-105.762.690,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Lausanne,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,"VAUDOISE VIE, Compagnie d'Assurances SA",CHE-103.577.288,,Life insurance company,Lebensversicherer,Assureur-vie,Assicurazione vita,,,,Lausanne,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Versicherungs-Verband Schweizerischer Transportunternehmungen (VVST) Genossenschaft,CHE-107.307.569,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Basel,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,Stiftung Krankenkasse Wädenswil,CHE-110.206.124,,General health insurance company,Krankenkasse,Caisse maladie,Cassa malati,,,,Wädenswil,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
insurance,AXA-ARAG Rechtsschutz AG,CHE-101.292.018,,Non-life insurer,Schadenversicherer,Assureur dommage,Assicurazione danni,,,,Zürich,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
bank,Ersparniskasse Affoltern i.E. AG,CHE-107.229.828,,Bank,Bank,Banque,Banca,,,,Weier im Emmental,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
bank,Clientis Bank im Thal AG,CHE-105.866.088,,Bank,Bank,Banque,Banca,,,,Balsthal,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
bank,Entris Banking AG,CHE-107.907.048,,Bank,Bank,Banque,Banca,,,,Gümligen,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
bank,"Burgerliche Ersparniskasse Bern, Genossenschaft",CHE-107.811.342,,Bank,Bank,Banque,Banca,,,,Bern,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
bank,Valiant Bank AG,CHE-105.944.759,,Bank,Bank,Banque,Banca,,,,Bern,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
bank,Alpha RHEINTAL Bank AG,CHE-103.170.478,,Bank,Bank,Banque,Banca,,,,Heerbrugg,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
bank,Caisse d'Epargne et de Crédit Mutuel de Chermignon société coopérative,CHE-107.002.259,,Bank,Bank,Banque,Banca,,,,Chermignon,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
bank,Bezirks-Sparkasse Dielsdorf Genossenschaft,CHE-105.751.284,,Bank,Bank,Banque,Banca,,,,Dielsdorf,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
bank,GRB Glarner Regionalbank Genossenschaft,CHE-105.742.351,,Bank,Bank,Banque,Banca,,,,Schwanden GL,,finma-uid-csv,https://www.finma.ch/en/finma-public/authorised-institutions-individuals-and-products/,false
